Timestamp,Time_Relative_s,RSS_KB,VSZ_KB
1765142288.899142560,0.019,272,7372
1765142289.923836431,1.044,272,7372
1765142290.951450166,2.071,272,7372
1765142291.974737635,3.095,272,7372
1765142292.998366370,4.118,272,7372
1765142294.021594845,5.142,272,7372
1765142295.048067507,6.168,272,7372
1765142296.072066666,7.192,272,7372
1765142297.096801357,8.217,272,7372
1765142298.122946776,9.243,272,7372
1765142299.147840194,10.268,272,7372
1765142300.172063200,11.292,272,7372
1765142301.196039177,12.316,272,7372
1765142302.220079235,13.340,272,7372
1765142303.244955523,14.365,272,7372
1765142304.270199950,15.390,272,7372
1765142305.294752257,16.415,272,7372
1765142306.353308930,17.473,272,7372
1765142307.433374908,18.553,272,7372
1765142308.489855760,19.610,272,7372
1765142309.515969880,20.636,272,7372
1765142310.546405195,21.666,272,7372
1765142311.572252623,22.692,272,7372
1765142312.602799761,23.723,272,7372
1765142313.631158466,24.751,272,7372
1765142314.655955310,25.776,272,7372
1765142315.679863946,26.800,272,7372
1765142316.706758498,27.827,272,7372
1765142317.734152456,28.854,272,7372
1765142318.761655193,29.882,272,7372
1765142319.788397391,30.908,272,7372
1765142320.819379668,31.939,272,7372
1765142321.843878679,32.964,272,7372
1765142322.872027160,33.992,272,7372
1765142323.897956604,35.018,272,7372
1765142324.922249356,36.042,272,7372
1765142325.946421879,37.066,272,7372
1765142326.972409632,38.092,272,7372
1765142327.995934616,39.116,272,7372
1765142329.021738540,40.142,272,7372
1765142330.048829337,41.169,272,7372
1765142331.075771697,42.196,272,7372
1765142332.105427161,43.225,260,7372
1765142333.131654806,44.252,260,7372
1765142334.156959189,45.277,260,7372
1765142335.182777198,46.303,260,7372
1765142336.208186316,47.328,260,7372
1765142337.233432567,48.353,260,7372
1765142338.258097482,49.378,260,7372
1765142339.284544181,50.405,260,7372
1765142340.309358342,51.429,260,7372
1765142341.337793663,52.458,260,7372
1765142342.363559963,53.484,260,7372
1765142343.390315567,54.510,260,7372
1765142344.415796703,55.536,260,7372
1765142345.442775561,56.563,260,7372
1765142346.485838705,57.606,260,7372
1765142347.510910615,58.631,260,7372
1765142348.537100127,59.657,260,7372
1765142349.561053819,60.681,260,7372
1765142350.585572779,61.706,260,7372
1765142351.611561865,62.732,260,7372
1765142352.638040689,63.758,260,7372
1765142353.661284700,64.781,260,7372
1765142354.688619036,65.809,260,7372
1765142355.713356354,66.833,260,7372
1765142356.738821091,67.859,260,7372
1765142357.763884800,68.884,260,7372
1765142358.787732858,69.908,260,7372
1765142359.812656996,70.933,260,7372
1765142360.837795482,71.958,260,7372
1765142361.862835911,72.983,260,7372
1765142362.886246245,74.006,260,7372
1765142363.910383382,75.030,260,7372
1765142364.936576415,76.057,260,7372
1765142365.962196612,77.082,260,7372
1765142366.986394257,78.106,260,7372
1765142368.053406818,79.173,260,7372
1765142369.146735986,80.267,260,7372
1765142370.257490721,81.378,260,7372
1765142371.318430804,82.438,260,7372
1765142372.400291265,83.520,260,7372
1765142373.485010931,84.605,260,7372
1765142374.510478242,85.631,260,7372
1765142375.543334910,86.663,260,7372
1765142376.570069492,87.690,260,7372
1765142377.645778395,88.766,260,7372
1765142378.714564946,89.835,260,7372
1765142379.766330886,90.886,260,7372
1765142380.840411494,91.960,260,7372
1765142381.931311692,93.051,260,7372
1765142383.036163049,94.156,260,7372
1765142384.125131091,95.245,260,7372
1765142385.170451250,96.290,260,7372
1765142386.249106144,97.369,260,7372
1765142387.356104437,98.476,260,7372
1765142388.452167262,99.572,260,7372
1765142389.565071444,100.685,260,7372
1765142390.636802263,101.757,260,7372
1765142391.716199252,102.836,260,7372
1765142392.808650346,103.929,260,7372
1765142393.922799877,105.043,260,7372
1765142395.038498510,106.159,260,7372
1765142396.140361694,107.260,260,7372
1765142397.235036945,108.355,260,7372
1765142398.321706207,109.442,260,7372
1765142399.388402471,110.508,260,7372
1765142400.469574552,111.590,260,7372
1765142401.494776856,112.615,260,7372
1765142402.564443109,113.684,260,7372
1765142403.667662295,114.788,260,7372
1765142404.771260297,115.891,260,7372
1765142405.845641300,116.966,260,7372
1765142406.915376544,118.035,260,7372
1765142408.010120689,119.130,260,7372
1765142409.101153488,120.221,260,7372
1765142410.201447061,121.321,260,7372
1765142411.272605996,122.393,260,7372
1765142412.337827072,123.458,260,7372
1765142413.447235026,124.567,260,7372
1765142414.558472566,125.679,260,7372
1765142415.667910324,126.788,260,7372
1765142416.744828072,127.865,260,7372
1765142417.812664987,128.933,260,7372
1765142418.910884339,130.031,260,7372
1765142420.004748878,131.125,260,7372
1765142421.098326641,132.218,260,7372
1765142422.178560692,133.299,260,7372
1765142423.259695055,134.380,260,7372
1765142424.332428610,135.452,260,7372
1765142425.357606087,136.478,260,7372
1765142426.401618938,137.522,260,7372
1765142427.434383315,138.554,260,7372
1765142428.461245836,139.581,260,7372
1765142429.486389138,140.606,260,7372
1765142430.519538397,141.640,260,7372
1765142431.555886806,142.676,260,7372
1765142432.588992841,143.709,260,7372
1765142433.623042015,144.743,260,7372
1765142434.649770967,145.770,260,7372
1765142435.680804791,146.801,260,7372
1765142436.725754217,147.846,260,7372
1765142437.768109762,148.888,260,7372
1765142438.798192300,149.918,260,7372
1765142439.835214867,150.955,260,7372
1765142440.921166262,152.041,260,7372
1765142441.981098275,153.101,260,7372
1765142443.026490114,154.147,260,7372
1765142444.069400817,155.189,260,7372
1765142445.104100837,156.224,260,7372
1765142446.141636972,157.262,260,7372
1765142447.207632311,158.328,260,7372
1765142448.324894832,159.445,260,7372
1765142449.360704537,160.481,260,7372
1765142450.388558426,161.509,260,7372
1765142451.437711440,162.558,260,7372
1765142452.474173499,163.594,260,7372
1765142453.516642992,164.637,260,7372
1765142454.565315470,165.685,260,7372
1765142455.594147501,166.714,260,7372
1765142456.619211193,167.739,260,7372
1765142457.658731496,168.779,260,7372
1765142458.697293642,169.817,260,7372
1765142459.736107016,170.856,260,7372
1765142460.779674288,171.900,260,7372
1765142461.815871488,172.936,260,7372
1765142462.851862316,173.972,260,7372
1765142463.905488438,175.026,260,7372
1765142464.951694787,176.072,260,7372
1765142465.983116385,177.103,260,7372
1765142467.034612775,178.155,260,7372
1765142468.076832417,179.197,260,7372
1765142469.111547570,180.232,260,7372
